"source","target","type","weight"
58,107,"undirected",54
58,108,"undirected",18
58,111,"undirected",71
58,114,"undirected",101
58,115,"undirected",1381
58,116,"undirected",755
58,117,"undirected",1641
58,118,"undirected",1115
59,86,"undirected",3
59,116,"undirected",2
59,117,"undirected",5
60,83,"undirected",1
60,96,"undirected",1
60,114,"undirected",1
61,117,"undirected",1
62,63,"undirected",59
62,64,"undirected",285
62,66,"undirected",3
62,68,"undirected",1
62,69,"undirected",236
62,70,"undirected",408
62,71,"undirected",61
62,72,"undirected",4
62,73,"undirected",8
62,76,"undirected",1
62,77,"undirected",4
62,79,"undirected",1
62,81,"undirected",1
62,83,"undirected",37
62,85,"undirected",1
62,86,"undirected",15
62,87,"undirected",45
62,89,"undirected",42
62,90,"undirected",55
62,91,"undirected",99
62,93,"undirected",3
62,94,"undirected",22
62,95,"undirected",10
62,106,"undirected",7
62,107,"undirected",42
62,110,"undirected",88
62,111,"undirected",5
62,112,"undirected",1
62,114,"undirected",1
62,115,"undirected",4
62,116,"undirected",9
62,117,"undirected",5
62,118,"undirected",18
63,64,"undirected",901
63,65,"undirected",1
63,66,"undirected",3
63,67,"undirected",2
63,68,"undirected",2
63,69,"undirected",149
63,70,"undirected",2110
63,71,"undirected",442
63,72,"undirected",11
63,73,"undirected",23
63,76,"undirected",10
63,77,"undirected",21
63,79,"undirected",3
63,81,"undirected",4
63,83,"undirected",22
63,86,"undirected",30
63,87,"undirected",26
63,89,"undirected",3
63,90,"undirected",5
63,91,"undirected",3
63,94,"undirected",1
63,106,"undirected",13
63,107,"undirected",10
63,108,"undirected",1
63,111,"undirected",16
63,112,"undirected",4
63,114,"undirected",2
63,115,"undirected",42
63,116,"undirected",18
63,117,"undirected",26
63,118,"undirected",11
64,65,"undirected",36
64,66,"undirected",10
64,68,"undirected",21
64,69,"undirected",92
64,70,"undirected",4497
64,71,"undirected",859
64,72,"undirected",89
64,73,"undirected",301
64,74,"undirected",7
64,76,"undirected",75
64,77,"undirected",479
64,78,"undirected",18
64,79,"undirected",37
64,81,"undirected",107
64,83,"undirected",209
64,85,"undirected",55
64,86,"undirected",270
64,87,"undirected",205
64,89,"undirected",10
64,90,"undirected",8
64,91,"undirected",6
64,95,"undirected",29
64,106,"undirected",356
64,107,"undirected",454
64,108,"undirected",13
64,110,"undirected",3
64,111,"undirected",450
64,112,"undirected",1549
64,113,"undirected",3
64,114,"undirected",40
64,115,"undirected",274
64,116,"undirected",419
64,117,"undirected",189
64,118,"undirected",43
65,70,"undirected",6
66,70,"undirected",5
66,71,"undirected",1
66,72,"undirected",1
66,95,"undirected",6
67,70,"undirected",3
68,77,"undirected",5
69,70,"undirected",545
69,71,"undirected",415
69,72,"undirected",58
69,73,"undirected",15
69,74,"undirected",1
69,76,"undirected",1
69,77,"undirected",6
69,81,"undirected",5
69,83,"undirected",54
69,85,"undirected",21
69,86,"undirected",45
69,87,"undirected",184
69,89,"undirected",479
69,90,"undirected",80
69,91,"undirected",27
69,94,"undirected",135
69,95,"undirected",202
69,106,"undirected",1
69,107,"undirected",2
69,110,"undirected",1
69,111,"undirected",19
69,112,"undirected",2
69,114,"undirected",11
69,115,"undirected",42
69,116,"undirected",53
69,117,"undirected",60
69,118,"undirected",14
70,71,"undirected",11391
70,72,"undirected",74
70,73,"undirected",73
70,74,"undirected",9
70,76,"undirected",19
70,77,"undirected",64
70,79,"undirected",10
70,81,"undirected",24
70,83,"undirected",22
70,85,"undirected",28
70,86,"undirected",49
70,87,"undirected",31
70,89,"undirected",2
70,90,"undirected",5
70,91,"undirected",7
70,95,"undirected",3
70,106,"undirected",48
70,107,"undirected",75
70,108,"undirected",1
70,110,"undirected",10
70,111,"undirected",41
70,112,"undirected",7
70,114,"undirected",10
70,115,"undirected",55
70,116,"undirected",45
70,117,"undirected",75
70,118,"undirected",2
71,72,"undirected",32
71,73,"undirected",9
71,76,"undirected",1
71,77,"undirected",2
71,79,"undirected",5
71,83,"undirected",7
71,85,"undirected",2
71,86,"undirected",8
71,87,"undirected",30
71,89,"undirected",11
71,90,"undirected",1
71,95,"undirected",8
71,106,"undirected",7
71,107,"undirected",5
71,110,"undirected",1
71,111,"undirected",5
71,112,"undirected",7
71,115,"undirected",7
71,116,"undirected",6
71,117,"undirected",20
71,118,"undirected",2
72,73,"undirected",1
72,83,"undirected",16
72,85,"undirected",1
72,86,"undirected",55
72,87,"undirected",13
72,95,"undirected",1
72,106,"undirected",4
72,107,"undirected",7
72,111,"undirected",8
72,112,"undirected",1
72,114,"undirected",11
72,115,"undirected",3
72,116,"undirected",29
72,117,"undirected",37
72,118,"undirected",1
73,83,"undirected",6
73,86,"undirected",4
73,87,"undirected",1
73,89,"undirected",2
73,90,"undirected",1
73,94,"undirected",1
73,106,"undirected",14
73,107,"undirected",2
73,110,"undirected",4
73,111,"undirected",2
73,112,"undirected",31
73,116,"undirected",20
74,87,"undirected",2
75,108,"undirected",1
76,77,"undirected",4972
76,78,"undirected",1101
76,79,"undirected",5
76,80,"undirected",3
76,81,"undirected",477
76,83,"undirected",4
76,86,"undirected",7
76,106,"undirected",2
76,107,"undirected",4
76,115,"undirected",4
76,116,"undirected",1
76,117,"undirected",7
76,118,"undirected",1
77,78,"undirected",1033
77,79,"undirected",10
77,80,"undirected",7
77,81,"undirected",314
77,83,"undirected",12
77,85,"undirected",2
77,86,"undirected",14
77,87,"undirected",1
77,107,"undirected",6
77,111,"undirected",1
77,115,"undirected",2
77,116,"undirected",4
77,117,"undirected",18
77,118,"undirected",4
78,79,"undirected",4
78,80,"undirected",1
78,81,"undirected",121
78,83,"undirected",28
78,86,"undirected",3
78,90,"undirected",2
78,91,"undirected",2
78,110,"undirected",1
79,81,"undirected",53
79,83,"undirected",9
79,86,"undirected",28
79,106,"undirected",1
79,107,"undirected",1
79,115,"undirected",3
79,117,"undirected",12
80,81,"undirected",1
80,87,"undirected",8
80,117,"undirected",1
80,118,"undirected",1
81,83,"undirected",2
81,106,"undirected",1
81,116,"undirected",1
81,117,"undirected",2
82,112,"undirected",1
83,84,"undirected",5
83,85,"undirected",1368
83,86,"undirected",20885
83,87,"undirected",6865
83,88,"undirected",1
83,89,"undirected",19
83,90,"undirected",383
83,91,"undirected",103
83,93,"undirected",8
83,95,"undirected",31
83,106,"undirected",214
83,107,"undirected",321
83,108,"undirected",23
83,110,"undirected",5
83,111,"undirected",484
83,112,"undirected",14
83,114,"undirected",781
83,115,"undirected",6127
83,116,"undirected",5115
83,117,"undirected",11281
83,118,"undirected",3858
84,86,"undirected",41
84,87,"undirected",6
84,114,"undirected",2
84,116,"undirected",23
84,117,"undirected",3
84,118,"undirected",1
85,86,"undirected",1184
85,87,"undirected",530
85,90,"undirected",3
85,106,"undirected",69
85,107,"undirected",395
85,108,"undirected",19
85,111,"undirected",110
85,112,"undirected",24
85,114,"undirected",48
85,115,"undirected",250
85,116,"undirected",739
85,117,"undirected",292
85,118,"undirected",62
86,87,"undirected",6733
86,89,"undirected",12
86,90,"undirected",34
86,91,"undirected",8
86,95,"undirected",16
86,106,"undirected",1129
86,107,"undirected",712
86,108,"undirected",77
86,110,"undirected",20
86,111,"undirected",1604
86,112,"undirected",24
86,114,"undirected",2457
86,115,"undirected",4563
86,116,"undirected",8884
86,117,"undirected",22219
86,118,"undirected",5861
87,89,"undirected",31
87,90,"undirected",23
87,91,"undirected",64
87,93,"undirected",8
87,95,"undirected",28
87,106,"undirected",98
87,107,"undirected",197
87,108,"undirected",13
87,110,"undirected",4
87,111,"undirected",168
87,112,"undirected",12
87,114,"undirected",213
87,115,"undirected",879
87,116,"undirected",1282
87,117,"undirected",1882
87,118,"undirected",563
88,89,"undirected",1
88,95,"undirected",1
89,90,"undirected",13
89,91,"undirected",11
89,92,"undirected",1
89,94,"undirected",1836
89,95,"undirected",47
89,98,"undirected",2
89,106,"undirected",4
89,110,"undirected",6
89,111,"undirected",37
89,112,"undirected",5
89,116,"undirected",20
90,91,"undirected",220
90,95,"undirected",8
90,97,"undirected",1
90,106,"undirected",2
90,107,"undirected",3
90,111,"undirected",1
90,114,"undirected",11
90,115,"undirected",47
90,116,"undirected",152
90,117,"undirected",16
90,118,"undirected",24
91,95,"undirected",2
91,96,"undirected",1
91,109,"undirected",1
91,115,"undirected",2
91,116,"undirected",7
91,118,"undirected",1
92,95,"undirected",2
93,95,"undirected",11
93,117,"undirected",3
94,95,"undirected",1
94,116,"undirected",1
95,106,"undirected",7
95,111,"undirected",22
95,115,"undirected",2
95,116,"undirected",5
95,117,"undirected",1
95,118,"undirected",1
99,100,"undirected",9
99,101,"undirected",2
100,109,"undirected",1
100,116,"undirected",1
102,103,"undirected",17
102,104,"undirected",30
102,105,"undirected",1
103,104,"undirected",7
106,107,"undirected",1962
106,108,"undirected",276
106,109,"undirected",4
106,110,"undirected",507
106,111,"undirected",3543
106,112,"undirected",512
106,114,"undirected",340
106,115,"undirected",977
106,116,"undirected",1636
106,117,"undirected",1297
106,118,"undirected",368
107,108,"undirected",316
107,109,"undirected",13
107,110,"undirected",133
107,111,"undirected",1377
107,112,"undirected",1692
107,114,"undirected",344
107,115,"undirected",854
107,116,"undirected",1354
107,117,"undirected",976
107,118,"undirected",269
108,109,"undirected",1
108,110,"undirected",18
108,111,"undirected",178
108,112,"undirected",218
108,114,"undirected",82
108,115,"undirected",122
108,116,"undirected",190
108,117,"undirected",519
108,118,"undirected",105
109,111,"undirected",1
110,111,"undirected",129
110,114,"undirected",19
110,115,"undirected",34
110,116,"undirected",36
110,117,"undirected",23
110,118,"undirected",36
111,112,"undirected",228
111,114,"undirected",781
111,115,"undirected",2044
111,116,"undirected",3681
111,117,"undirected",3146
111,118,"undirected",1529
112,113,"undirected",5
112,114,"undirected",24
112,115,"undirected",30
112,116,"undirected",31
112,117,"undirected",36
112,118,"undirected",4
113,116,"undirected",1
114,115,"undirected",2778
114,116,"undirected",7868
114,117,"undirected",9443
114,118,"undirected",866
115,116,"undirected",14983
115,117,"undirected",13641
115,118,"undirected",7137
116,117,"undirected",26482
116,118,"undirected",6887
117,118,"undirected",14933
