"source","target","type","weight"
1,2,"undirected",449
1,3,"undirected",649
1,8,"undirected",4
1,10,"undirected",3
1,13,"undirected",29
1,14,"undirected",44
1,15,"undirected",63
1,16,"undirected",105
1,17,"undirected",163
1,18,"undirected",603
1,19,"undirected",43
1,21,"undirected",301
1,22,"undirected",35
1,23,"undirected",74
1,25,"undirected",12
1,27,"undirected",2
1,30,"undirected",29
1,42,"undirected",3
1,45,"undirected",1
1,46,"undirected",3
1,64,"undirected",1
1,65,"undirected",1
1,66,"undirected",1
1,67,"undirected",1
1,76,"undirected",2
1,78,"undirected",3
1,83,"undirected",54
1,84,"undirected",4
1,85,"undirected",62
1,86,"undirected",74
1,87,"undirected",91
1,92,"undirected",1
1,93,"undirected",2
1,95,"undirected",13
1,98,"undirected",1
1,100,"undirected",1
1,102,"undirected",8
1,103,"undirected",3
1,104,"undirected",1
1,106,"undirected",1
1,108,"undirected",81
1,110,"undirected",16
1,111,"undirected",7
1,113,"undirected",5
1,114,"undirected",10
1,115,"undirected",4
1,122,"undirected",2
1,127,"undirected",3
1,133,"undirected",6
1,134,"undirected",7
1,135,"undirected",10
1,139,"undirected",1
1,140,"undirected",7
1,142,"undirected",1
1,144,"undirected",52
1,149,"undirected",1
1,150,"undirected",3
1,153,"undirected",4
1,155,"undirected",6
1,156,"undirected",1
1,158,"undirected",5
1,187,"undirected",1
1,188,"undirected",1
1,191,"undirected",1
1,200,"undirected",2
1,202,"undirected",2
1,203,"undirected",1
1,204,"undirected",3
1,206,"undirected",12
1,208,"undirected",81
1,209,"undirected",48
1,210,"undirected",97
1,211,"undirected",73
1,212,"undirected",23
1,213,"undirected",6
1,215,"undirected",20
1,216,"undirected",2
1,229,"undirected",33
1,230,"undirected",6
1,231,"undirected",21
1,232,"undirected",15
1,233,"undirected",2
1,234,"undirected",1
1,235,"undirected",1
1,241,"undirected",11
1,242,"undirected",10
1,243,"undirected",1
1,249,"undirected",3
1,252,"undirected",5
1,266,"undirected",3
1,268,"undirected",2
1,271,"undirected",1
1,273,"undirected",1
1,274,"undirected",6
1,275,"undirected",2
1,286,"undirected",9
1,288,"undirected",5
1,292,"undirected",2
1,296,"undirected",12
1,303,"undirected",1
1,304,"undirected",1
1,308,"undirected",1
1,340,"undirected",6
1,341,"undirected",5
1,344,"undirected",2
1,345,"undirected",1
1,346,"undirected",9
1,362,"undirected",1
1,363,"undirected",1
1,364,"undirected",4
1,365,"undirected",3
1,367,"undirected",1
1,368,"undirected",1
1,376,"undirected",1
1,379,"undirected",1
1,380,"undirected",1
1,381,"undirected",3
1,384,"undirected",2
1,385,"undirected",2
1,386,"undirected",1
1,387,"undirected",5
1,388,"undirected",31
1,389,"undirected",22
1,391,"undirected",2
2,3,"undirected",1155
2,7,"undirected",28
2,8,"undirected",8
2,9,"undirected",5
2,10,"undirected",47
2,13,"undirected",560
2,14,"undirected",178
2,15,"undirected",454
2,16,"undirected",279
2,17,"undirected",379
2,18,"undirected",351
2,19,"undirected",84
2,20,"undirected",5
2,21,"undirected",323
2,22,"undirected",16
2,23,"undirected",11
2,25,"undirected",6
2,30,"undirected",81
2,31,"undirected",1
2,63,"undirected",1
2,64,"undirected",1
2,66,"undirected",3
2,67,"undirected",1
2,74,"undirected",1
2,78,"undirected",14
2,79,"undirected",4
2,80,"undirected",1
2,81,"undirected",1
2,82,"undirected",8
2,83,"undirected",101
2,84,"undirected",29
2,85,"undirected",31
2,86,"undirected",10
2,87,"undirected",14
2,91,"undirected",1
2,92,"undirected",1
2,93,"undirected",3
2,102,"undirected",1
2,103,"undirected",5
2,104,"undirected",2
2,108,"undirected",24
2,114,"undirected",1
2,124,"undirected",2
2,127,"undirected",4
2,128,"undirected",1
2,134,"undirected",33
2,135,"undirected",1
2,140,"undirected",3
2,142,"undirected",1
2,143,"undirected",2
2,144,"undirected",14
2,145,"undirected",2
2,149,"undirected",6
2,150,"undirected",1
2,152,"undirected",4
2,155,"undirected",5
2,158,"undirected",11
2,187,"undirected",2
2,198,"undirected",20
2,199,"undirected",16
2,200,"undirected",12
2,201,"undirected",18
2,204,"undirected",25
2,206,"undirected",4
2,208,"undirected",150
2,209,"undirected",37
2,210,"undirected",91
2,211,"undirected",129
2,212,"undirected",142
2,213,"undirected",5
2,215,"undirected",1
2,219,"undirected",1
2,223,"undirected",2
2,224,"undirected",2
2,225,"undirected",1
2,226,"undirected",4
2,229,"undirected",31
2,230,"undirected",10
2,231,"undirected",67
2,232,"undirected",58
2,233,"undirected",13
2,234,"undirected",1
2,235,"undirected",9
2,241,"undirected",18
2,242,"undirected",1
2,243,"undirected",1
2,244,"undirected",2
2,251,"undirected",1
2,252,"undirected",2
2,254,"undirected",1
2,255,"undirected",1
2,266,"undirected",1
2,268,"undirected",1
2,271,"undirected",3
2,279,"undirected",1
2,284,"undirected",1
2,286,"undirected",8
2,288,"undirected",10
2,289,"undirected",12
2,292,"undirected",22
2,293,"undirected",8
2,296,"undirected",5
2,307,"undirected",1
2,339,"undirected",3
2,340,"undirected",1
2,344,"undirected",2
2,359,"undirected",3
2,361,"undirected",3
2,362,"undirected",1
2,364,"undirected",6
2,365,"undirected",6
2,366,"undirected",22
2,372,"undirected",2
2,375,"undirected",3
2,376,"undirected",2
2,377,"undirected",1
2,380,"undirected",2
2,381,"undirected",8
2,383,"undirected",2
2,384,"undirected",2
2,385,"undirected",2
2,386,"undirected",1
2,387,"undirected",7
2,388,"undirected",8
2,389,"undirected",12
2,393,"undirected",1
3,9,"undirected",3
3,10,"undirected",48
3,13,"undirected",157
3,14,"undirected",197
3,15,"undirected",736
3,16,"undirected",57
3,17,"undirected",80
3,18,"undirected",84
3,19,"undirected",32
3,21,"undirected",12
3,22,"undirected",19
3,23,"undirected",2
3,25,"undirected",1
3,26,"undirected",3
3,27,"undirected",35
3,28,"undirected",9
3,30,"undirected",25
3,67,"undirected",1
3,76,"undirected",1
3,78,"undirected",1
3,79,"undirected",1
3,83,"undirected",10
3,85,"undirected",1
3,87,"undirected",1
3,93,"undirected",1
3,95,"undirected",1
3,97,"undirected",1
3,108,"undirected",1
3,109,"undirected",1
3,115,"undirected",1
3,126,"undirected",3
3,127,"undirected",5
3,128,"undirected",2
3,144,"undirected",2
3,148,"undirected",3
3,158,"undirected",1
3,185,"undirected",1
3,204,"undirected",1
3,210,"undirected",7
3,211,"undirected",2
3,212,"undirected",2
3,226,"undirected",4
3,232,"undirected",1
3,239,"undirected",1
3,241,"undirected",18
3,243,"undirected",8
3,271,"undirected",1
3,272,"undirected",1
3,274,"undirected",2
3,286,"undirected",4
3,288,"undirected",12
3,289,"undirected",1
3,292,"undirected",2
3,296,"undirected",1
3,339,"undirected",1
3,344,"undirected",5
3,346,"undirected",1
3,349,"undirected",3
3,350,"undirected",2
3,351,"undirected",1
3,359,"undirected",1
3,364,"undirected",2
3,375,"undirected",1
3,376,"undirected",1
3,377,"undirected",1
3,378,"undirected",1
3,381,"undirected",9
3,383,"undirected",2
3,384,"undirected",2
3,385,"undirected",2
3,386,"undirected",2
3,387,"undirected",6
3,388,"undirected",2
3,389,"undirected",8
4,5,"undirected",6
4,6,"undirected",67
4,10,"undirected",1
4,17,"undirected",2
4,18,"undirected",9
4,19,"undirected",42
4,20,"undirected",2
4,140,"undirected",1
4,233,"undirected",1
4,271,"undirected",1
4,296,"undirected",1
4,314,"undirected",8
4,322,"undirected",6
4,340,"undirected",1
4,381,"undirected",4
4,388,"undirected",3
5,6,"undirected",18
5,11,"undirected",1
5,18,"undirected",1
5,94,"undirected",1
5,149,"undirected",1
5,200,"undirected",3
5,201,"undirected",1
5,271,"undirected",2
5,314,"undirected",5
5,319,"undirected",1
5,322,"undirected",4
6,314,"undirected",3
6,322,"undirected",8
7,8,"undirected",68
7,10,"undirected",136
7,13,"undirected",160
7,14,"undirected",15
7,15,"undirected",239
7,16,"undirected",1
7,18,"undirected",12
7,19,"undirected",1
7,21,"undirected",6
7,22,"undirected",2
7,30,"undirected",2
7,144,"undirected",1
7,145,"undirected",1
7,213,"undirected",1
7,226,"undirected",1
7,283,"undirected",1
7,288,"undirected",1
7,293,"undirected",1
7,296,"undirected",1
7,339,"undirected",1
7,346,"undirected",2
7,366,"undirected",1
7,381,"undirected",2
7,388,"undirected",1
8,9,"undirected",2
8,10,"undirected",28
8,13,"undirected",4
8,15,"undirected",18
8,21,"undirected",2
9,13,"undirected",1
9,14,"undirected",3
9,15,"undirected",18
9,27,"undirected",2
9,241,"undirected",1
10,13,"undirected",7
10,14,"undirected",48
10,15,"undirected",202
10,16,"undirected",2
10,19,"undirected",7
10,20,"undirected",1
10,23,"undirected",1
10,27,"undirected",1
10,34,"undirected",1
10,87,"undirected",1
10,204,"undirected",1
10,226,"undirected",1
10,375,"undirected",1
10,381,"undirected",2
11,12,"undirected",137
11,13,"undirected",3
11,14,"undirected",4
11,19,"undirected",9
11,20,"undirected",3
11,29,"undirected",1
11,34,"undirected",1
11,85,"undirected",1
11,105,"undirected",2
11,108,"undirected",7
11,227,"undirected",3
11,231,"undirected",2
11,241,"undirected",3
11,242,"undirected",2
11,243,"undirected",1
11,284,"undirected",1
11,302,"undirected",1
11,376,"undirected",1
11,381,"undirected",2
13,14,"undirected",4792
13,15,"undirected",6593
13,16,"undirected",150
13,17,"undirected",95
13,18,"undirected",337
13,19,"undirected",11
13,20,"undirected",2
13,21,"undirected",237
13,22,"undirected",3
13,23,"undirected",1
13,25,"undirected",4
13,27,"undirected",16
13,28,"undirected",9
13,30,"undirected",70
13,35,"undirected",1
13,66,"undirected",1
13,83,"undirected",1
13,84,"undirected",1
13,85,"undirected",2
13,86,"undirected",5
13,87,"undirected",5
13,104,"undirected",1
13,108,"undirected",3
13,134,"undirected",7
13,144,"undirected",5
13,148,"undirected",1
13,152,"undirected",2
13,155,"undirected",2
13,158,"undirected",1
13,200,"undirected",4
13,201,"undirected",1
13,202,"undirected",1
13,204,"undirected",3
13,206,"undirected",5
13,208,"undirected",18
13,209,"undirected",4
13,210,"undirected",19
13,211,"undirected",23
13,212,"undirected",1
13,213,"undirected",1
13,215,"undirected",2
13,226,"undirected",2
13,227,"undirected",1
13,229,"undirected",4
13,230,"undirected",4
13,231,"undirected",20
13,232,"undirected",1
13,234,"undirected",1
13,235,"undirected",2
13,239,"undirected",1
13,241,"undirected",10
13,242,"undirected",4
13,243,"undirected",2
13,244,"undirected",1
13,272,"undirected",1
13,286,"undirected",7
13,288,"undirected",2
13,289,"undirected",8
13,292,"undirected",8
13,293,"undirected",2
13,300,"undirected",1
13,339,"undirected",2
13,375,"undirected",1
13,381,"undirected",1
13,388,"undirected",6
13,389,"undirected",1
14,15,"undirected",1575
14,16,"undirected",3
14,21,"undirected",2
14,22,"undirected",1
14,27,"undirected",3
14,34,"undirected",1
14,102,"undirected",1
14,107,"undirected",1
14,208,"undirected",6
14,211,"undirected",6
14,231,"undirected",19
14,241,"undirected",3
14,242,"undirected",5
14,243,"undirected",3
15,16,"undirected",11
15,17,"undirected",3
15,18,"undirected",21
15,20,"undirected",1
15,21,"undirected",11
15,23,"undirected",2
15,27,"undirected",10
15,28,"undirected",3
15,30,"undirected",3
15,34,"undirected",2
15,78,"undirected",1
15,83,"undirected",1
15,144,"undirected",3
15,200,"undirected",2
15,204,"undirected",2
15,208,"undirected",3
15,211,"undirected",3
15,212,"undirected",1
15,213,"undirected",1
15,226,"undirected",5
15,231,"undirected",2
15,241,"undirected",3
15,242,"undirected",2
15,288,"undirected",1
15,300,"undirected",1
15,315,"undirected",1
15,375,"undirected",2
15,381,"undirected",1
15,388,"undirected",1
16,17,"undirected",890
16,18,"undirected",710
16,19,"undirected",126
16,20,"undirected",126
16,21,"undirected",69
16,22,"undirected",10
16,25,"undirected",9
16,27,"undirected",1
16,30,"undirected",16
16,35,"undirected",1
16,42,"undirected",1
16,45,"undirected",2
16,46,"undirected",1
16,61,"undirected",4
16,64,"undirected",4
16,66,"undirected",7
16,67,"undirected",11
16,68,"undirected",1
16,72,"undirected",1
16,74,"undirected",2
16,76,"undirected",1
16,78,"undirected",13
16,79,"undirected",2
16,80,"undirected",2
16,81,"undirected",2
16,82,"undirected",3
16,83,"undirected",32
16,84,"undirected",3
16,85,"undirected",12
16,86,"undirected",49
16,87,"undirected",57
16,92,"undirected",1
16,93,"undirected",3
16,94,"undirected",2
16,98,"undirected",1
16,102,"undirected",16
16,103,"undirected",5
16,104,"undirected",10
16,108,"undirected",31
16,110,"undirected",9
16,111,"undirected",4
16,113,"undirected",2
16,114,"undirected",5
16,115,"undirected",1
16,122,"undirected",3
16,124,"undirected",3
16,127,"undirected",6
16,133,"undirected",3
16,134,"undirected",4
16,135,"undirected",15
16,139,"undirected",1
16,140,"undirected",8
16,142,"undirected",2
16,144,"undirected",47
16,145,"undirected",2
16,148,"undirected",2
16,149,"undirected",5
16,150,"undirected",1
16,152,"undirected",24
16,153,"undirected",3
16,154,"undirected",6
16,155,"undirected",16
16,156,"undirected",6
16,158,"undirected",24
16,188,"undirected",7
16,198,"undirected",1
16,200,"undirected",6
16,201,"undirected",18
16,203,"undirected",1
16,206,"undirected",10
16,208,"undirected",66
16,209,"undirected",10
16,210,"undirected",107
16,211,"undirected",245
16,212,"undirected",58
16,213,"undirected",20
16,214,"undirected",1
16,215,"undirected",21
16,226,"undirected",1
16,229,"undirected",18
16,230,"undirected",3
16,231,"undirected",20
16,232,"undirected",26
16,233,"undirected",2
16,235,"undirected",7
16,239,"undirected",12
16,241,"undirected",1
16,249,"undirected",2
16,252,"undirected",12
16,253,"undirected",3
16,254,"undirected",3
16,255,"undirected",3
16,266,"undirected",7
16,268,"undirected",2
16,271,"undirected",10
16,273,"undirected",5
16,274,"undirected",18
16,275,"undirected",6
16,279,"undirected",1
16,284,"undirected",2
16,286,"undirected",12
16,288,"undirected",8
16,289,"undirected",24
16,292,"undirected",32
16,293,"undirected",4
16,296,"undirected",2
16,300,"undirected",1
16,322,"undirected",7
16,340,"undirected",2
16,341,"undirected",5
16,344,"undirected",3
16,346,"undirected",8
16,349,"undirected",1
16,359,"undirected",2
16,362,"undirected",1
16,364,"undirected",11
16,365,"undirected",1
16,366,"undirected",1
16,367,"undirected",1
16,368,"undirected",1
16,373,"undirected",2
16,375,"undirected",1
16,376,"undirected",1
16,379,"undirected",4
16,380,"undirected",1
16,381,"undirected",5
16,382,"undirected",6
16,383,"undirected",1
16,384,"undirected",35
16,385,"undirected",20
16,386,"undirected",4
16,387,"undirected",3
16,388,"undirected",54
16,389,"undirected",23
16,390,"undirected",3
16,391,"undirected",3
16,393,"undirected",1
17,18,"undirected",938
17,19,"undirected",609
17,20,"undirected",98
17,21,"undirected",35
17,22,"undirected",13
17,23,"undirected",4
17,25,"undirected",77
17,27,"undirected",2
17,30,"undirected",3
17,34,"undirected",6
17,42,"undirected",3
17,43,"undirected",2
17,44,"undirected",3
17,45,"undirected",2
17,52,"undirected",7
17,58,"undirected",6
17,61,"undirected",4
17,64,"undirected",3
17,66,"undirected",2
17,67,"undirected",13
17,68,"undirected",1
17,72,"undirected",1
17,76,"undirected",5
17,78,"undirected",28
17,79,"undirected",6
17,80,"undirected",1
17,82,"undirected",14
17,83,"undirected",9
17,84,"undirected",2
17,85,"undirected",6
17,86,"undirected",39
17,87,"undirected",84
17,92,"undirected",6
17,93,"undirected",30
17,94,"undirected",38
17,95,"undirected",4
17,102,"undirected",3
17,103,"undirected",4
17,104,"undirected",21
17,105,"undirected",3
17,108,"undirected",5
17,110,"undirected",1
17,111,"undirected",1
17,113,"undirected",21
17,114,"undirected",3
17,115,"undirected",6
17,117,"undirected",1
17,120,"undirected",3
17,122,"undirected",5
17,123,"undirected",1
17,124,"undirected",10
17,127,"undirected",12
17,131,"undirected",4
17,133,"undirected",12
17,134,"undirected",22
17,135,"undirected",32
17,139,"undirected",2
17,140,"undirected",10
17,141,"undirected",2
17,142,"undirected",21
17,143,"undirected",28
17,144,"undirected",354
17,145,"undirected",6
17,148,"undirected",5
17,149,"undirected",35
17,150,"undirected",14
17,152,"undirected",107
17,153,"undirected",2
17,154,"undirected",11
17,155,"undirected",28
17,156,"undirected",57
17,157,"undirected",32
17,158,"undirected",205
17,182,"undirected",1
17,189,"undirected",1
17,190,"undirected",1
17,200,"undirected",3
17,201,"undirected",5
17,203,"undirected",1
17,204,"undirected",8
17,206,"undirected",3
17,208,"undirected",35
17,209,"undirected",4
17,210,"undirected",18
17,211,"undirected",96
17,212,"undirected",17
17,214,"undirected",1
17,215,"undirected",8
17,223,"undirected",3
17,226,"undirected",1
17,229,"undirected",3
17,232,"undirected",5
17,236,"undirected",1
17,238,"undirected",2
17,239,"undirected",56
17,241,"undirected",2
17,243,"undirected",3
17,252,"undirected",5
17,254,"undirected",2
17,257,"undirected",1
17,268,"undirected",1
17,271,"undirected",166
17,272,"undirected",3
17,273,"undirected",89
17,274,"undirected",193
17,275,"undirected",42
17,278,"undirected",8
17,279,"undirected",6
17,282,"undirected",1
17,284,"undirected",87
17,285,"undirected",24
17,286,"undirected",343
17,287,"undirected",32
17,288,"undirected",128
17,289,"undirected",35
17,290,"undirected",4
17,292,"undirected",135
17,293,"undirected",11
17,296,"undirected",46
17,300,"undirected",1
17,302,"undirected",1
17,319,"undirected",2
17,322,"undirected",1
17,340,"undirected",7
17,341,"undirected",2
17,344,"undirected",2
17,346,"undirected",3
17,351,"undirected",5
17,359,"undirected",9
17,361,"undirected",4
17,363,"undirected",6
17,364,"undirected",13
17,365,"undirected",1
17,368,"undirected",1
17,374,"undirected",10
17,375,"undirected",2
17,376,"undirected",36
17,377,"undirected",8
17,378,"undirected",6
17,379,"undirected",8
17,380,"undirected",5
17,381,"undirected",59
17,383,"undirected",18
17,384,"undirected",3
17,385,"undirected",87
17,386,"undirected",41
17,387,"undirected",38
17,388,"undirected",147
17,389,"undirected",38
17,390,"undirected",2
17,391,"undirected",8
17,393,"undirected",26
18,19,"undirected",613
18,20,"undirected",40
18,21,"undirected",126
18,22,"undirected",10
18,23,"undirected",8
18,25,"undirected",77
18,26,"undirected",2
18,27,"undirected",7
18,28,"undirected",8
18,30,"undirected",52
18,33,"undirected",1
18,35,"undirected",1
18,37,"undirected",2
18,38,"undirected",2
18,39,"undirected",2
18,43,"undirected",6
18,52,"undirected",1
18,58,"undirected",2
18,61,"undirected",5
18,62,"undirected",1
18,63,"undirected",1
18,64,"undirected",6
18,66,"undirected",7
18,67,"undirected",9
18,68,"undirected",6
18,74,"undirected",2
18,75,"undirected",1
18,76,"undirected",12
18,78,"undirected",52
18,79,"undirected",18
18,80,"undirected",33
18,81,"undirected",4
18,82,"undirected",10
18,83,"undirected",149
18,84,"undirected",19
18,85,"undirected",81
18,86,"undirected",128
18,87,"undirected",81
18,89,"undirected",1
18,91,"undirected",3
18,92,"undirected",15
18,93,"undirected",54
18,94,"undirected",33
18,95,"undirected",64
18,98,"undirected",2
18,100,"undirected",1
18,102,"undirected",13
18,103,"undirected",3
18,104,"undirected",9
18,105,"undirected",24
18,108,"undirected",17
18,109,"undirected",25
18,110,"undirected",4
18,111,"undirected",8
18,113,"undirected",18
18,114,"undirected",36
18,115,"undirected",17
18,117,"undirected",3
18,119,"undirected",4
18,120,"undirected",8
18,121,"undirected",1
18,122,"undirected",1
18,123,"undirected",2
18,124,"undirected",1
18,125,"undirected",2
18,127,"undirected",3
18,131,"undirected",33
18,133,"undirected",15
18,134,"undirected",14
18,135,"undirected",4
18,139,"undirected",13
18,140,"undirected",22
18,141,"undirected",11
18,142,"undirected",30
18,143,"undirected",17
18,144,"undirected",596
18,145,"undirected",20
18,148,"undirected",10
18,149,"undirected",128
18,150,"undirected",32
18,152,"undirected",61
18,153,"undirected",12
18,154,"undirected",9
18,155,"undirected",20
18,156,"undirected",73
18,157,"undirected",29
18,158,"undirected",135
18,175,"undirected",1
18,184,"undirected",1
18,185,"undirected",17
18,189,"undirected",5
18,198,"undirected",2
18,200,"undirected",1
18,201,"undirected",3
18,203,"undirected",7
18,204,"undirected",18
18,206,"undirected",4
18,208,"undirected",21
18,209,"undirected",20
18,210,"undirected",41
18,211,"undirected",104
18,212,"undirected",23
18,213,"undirected",8
18,214,"undirected",2
18,215,"undirected",31
18,216,"undirected",2
18,218,"undirected",2
18,219,"undirected",3
18,226,"undirected",2
18,229,"undirected",7
18,230,"undirected",1
18,231,"undirected",5
18,232,"undirected",14
18,235,"undirected",2
18,236,"undirected",1
18,238,"undirected",4
18,239,"undirected",11
18,241,"undirected",1
18,243,"undirected",2
18,271,"undirected",223
18,272,"undirected",2
18,273,"undirected",54
18,274,"undirected",184
18,275,"undirected",100
18,278,"undirected",8
18,279,"undirected",3
18,284,"undirected",3
18,285,"undirected",4
18,286,"undirected",170
18,287,"undirected",4
18,288,"undirected",40
18,289,"undirected",17
18,291,"undirected",1
18,292,"undirected",83
18,293,"undirected",6
18,296,"undirected",45
18,303,"undirected",1
18,314,"undirected",1
18,319,"undirected",1
18,320,"undirected",1
18,322,"undirected",1
18,340,"undirected",20
18,341,"undirected",13
18,344,"undirected",7
18,346,"undirected",6
18,350,"undirected",1
18,359,"undirected",10
18,361,"undirected",5
18,362,"undirected",29
18,363,"undirected",4
18,364,"undirected",146
18,365,"undirected",3
18,366,"undirected",1
18,367,"undirected",2
18,368,"undirected",1
18,372,"undirected",1
18,373,"undirected",1
18,374,"undirected",12
18,375,"undirected",40
18,376,"undirected",53
18,377,"undirected",5
18,378,"undirected",23
18,379,"undirected",33
18,380,"undirected",18
18,381,"undirected",56
18,382,"undirected",3
18,383,"undirected",58
18,384,"undirected",21
18,385,"undirected",84
18,386,"undirected",128
18,387,"undirected",70
18,388,"undirected",1154
18,389,"undirected",708
18,390,"undirected",64
18,391,"undirected",137
18,393,"undirected",28
19,20,"undirected",173
19,21,"undirected",5
19,22,"undirected",3
19,23,"undirected",56
19,25,"undirected",113
19,27,"undirected",3
19,28,"undirected",2
19,29,"undirected",13
19,30,"undirected",2
19,31,"undirected",5
19,32,"undirected",5
19,33,"undirected",1
19,34,"undirected",51
19,35,"undirected",2
19,36,"undirected",1
19,38,"undirected",1
19,40,"undirected",2
19,42,"undirected",4
19,43,"undirected",3
19,45,"undirected",8
19,46,"undirected",1
19,52,"undirected",1
19,53,"undirected",1
19,58,"undirected",1
19,59,"undirected",2
19,60,"undirected",2
19,61,"undirected",8
19,63,"undirected",2
19,64,"undirected",5
19,65,"undirected",1
19,66,"undirected",3
19,67,"undirected",40
19,70,"undirected",2
19,72,"undirected",2
19,76,"undirected",8
19,78,"undirected",124
19,79,"undirected",35
19,80,"undirected",36
19,81,"undirected",3
19,82,"undirected",62
19,83,"undirected",87
19,84,"undirected",20
19,85,"undirected",75
19,86,"undirected",141
19,87,"undirected",97
19,91,"undirected",1
19,92,"undirected",52
19,93,"undirected",51
19,94,"undirected",47
19,95,"undirected",79
19,97,"undirected",2
19,98,"undirected",7
19,99,"undirected",3
19,100,"undirected",3
19,102,"undirected",11
19,103,"undirected",11
19,104,"undirected",67
19,105,"undirected",15
19,108,"undirected",53
19,109,"undirected",9
19,110,"undirected",9
19,111,"undirected",7
19,113,"undirected",22
19,114,"undirected",15
19,115,"undirected",8
19,116,"undirected",1
19,117,"undirected",4
19,119,"undirected",1
19,120,"undirected",8
19,122,"undirected",4
19,123,"undirected",6
19,124,"undirected",2
19,125,"undirected",1
19,127,"undirected",7
19,128,"undirected",2
19,131,"undirected",1
19,132,"undirected",1
19,133,"undirected",17
19,134,"undirected",34
19,135,"undirected",5
19,139,"undirected",12
19,140,"undirected",20
19,141,"undirected",8
19,142,"undirected",16
19,143,"undirected",40
19,144,"undirected",1299
19,145,"undirected",14
19,148,"undirected",2
19,149,"undirected",70
19,150,"undirected",11
19,152,"undirected",39
19,153,"undirected",13
19,154,"undirected",18
19,155,"undirected",15
19,156,"undirected",36
19,157,"undirected",10
19,158,"undirected",131
19,184,"undirected",1
19,185,"undirected",4
19,188,"undirected",4
19,189,"undirected",5
19,190,"undirected",1
19,192,"undirected",1
19,194,"undirected",2
19,198,"undirected",13
19,199,"undirected",1
19,200,"undirected",8
19,201,"undirected",6
19,202,"undirected",1
19,203,"undirected",52
19,204,"undirected",53
19,205,"undirected",1
19,206,"undirected",1
19,208,"undirected",32
19,209,"undirected",8
19,210,"undirected",20
19,211,"undirected",143
19,212,"undirected",25
19,214,"undirected",2
19,215,"undirected",1
19,219,"undirected",1
19,223,"undirected",35
19,224,"undirected",20
19,225,"undirected",8
19,226,"undirected",55
19,227,"undirected",57
19,228,"undirected",2
19,229,"undirected",5
19,231,"undirected",16
19,232,"undirected",14
19,233,"undirected",25
19,235,"undirected",19
19,237,"undirected",6
19,238,"undirected",7
19,239,"undirected",19
19,241,"undirected",3
19,242,"undirected",14
19,253,"undirected",3
19,254,"undirected",1
19,271,"undirected",236
19,272,"undirected",8
19,273,"undirected",400
19,274,"undirected",135
19,275,"undirected",84
19,277,"undirected",1
19,278,"undirected",28
19,279,"undirected",4
19,281,"undirected",11
19,282,"undirected",2
19,283,"undirected",1
19,284,"undirected",63
19,285,"undirected",9
19,286,"undirected",136
19,287,"undirected",7
19,288,"undirected",108
19,289,"undirected",74
19,290,"undirected",6
19,291,"undirected",2
19,292,"undirected",76
19,293,"undirected",3
19,296,"undirected",109
19,297,"undirected",1
19,300,"undirected",4
19,302,"undirected",113
19,303,"undirected",5
19,304,"undirected",16
19,308,"undirected",4
19,312,"undirected",3
19,314,"undirected",1
19,319,"undirected",5
19,321,"undirected",1
19,322,"undirected",1
19,339,"undirected",2
19,340,"undirected",26
19,341,"undirected",3
19,344,"undirected",15
19,345,"undirected",1
19,346,"undirected",22
19,349,"undirected",3
19,350,"undirected",3
19,351,"undirected",1
19,359,"undirected",1
19,361,"undirected",4
19,362,"undirected",9
19,363,"undirected",9
19,364,"undirected",68
19,365,"undirected",10
19,366,"undirected",11
19,368,"undirected",5
19,369,"undirected",1
19,372,"undirected",2
19,374,"undirected",17
19,375,"undirected",17
19,376,"undirected",151
19,377,"undirected",16
19,378,"undirected",45
19,379,"undirected",35
19,380,"undirected",63
19,381,"undirected",353
19,383,"undirected",46
19,384,"undirected",13
19,385,"undirected",167
19,386,"undirected",35
19,387,"undirected",39
19,388,"undirected",155
19,389,"undirected",166
19,390,"undirected",22
19,391,"undirected",14
19,393,"undirected",35
20,21,"undirected",1
20,29,"undirected",3
20,30,"undirected",1
20,34,"undirected",1
20,78,"undirected",6
20,82,"undirected",1
20,83,"undirected",1
20,86,"undirected",1
20,87,"undirected",4
20,93,"undirected",1
20,94,"undirected",2
20,127,"undirected",1
20,140,"undirected",1
20,144,"undirected",5
20,152,"undirected",5
20,201,"undirected",1
20,206,"undirected",3
20,208,"undirected",24
20,209,"undirected",1
20,210,"undirected",8
20,211,"undirected",8
20,212,"undirected",6
20,215,"undirected",3
20,226,"undirected",2
20,227,"undirected",3
20,229,"undirected",5
20,230,"undirected",1
20,232,"undirected",1
20,233,"undirected",1
20,242,"undirected",1
20,249,"undirected",1
20,252,"undirected",5
20,266,"undirected",4
20,268,"undirected",1
20,271,"undirected",9
20,272,"undirected",1
20,284,"undirected",1
20,288,"undirected",8
20,296,"undirected",2
20,375,"undirected",1
20,376,"undirected",2
20,381,"undirected",1
20,389,"undirected",6
21,22,"undirected",158
21,23,"undirected",168
21,25,"undirected",62
21,27,"undirected",11
21,30,"undirected",59
21,59,"undirected",3
21,78,"undirected",3
21,83,"undirected",20
21,84,"undirected",2
21,85,"undirected",9
21,86,"undirected",19
21,87,"undirected",5
21,92,"undirected",1
21,93,"undirected",3
21,95,"undirected",3
21,100,"undirected",2
21,104,"undirected",1
21,105,"undirected",1
21,108,"undirected",12
21,111,"undirected",1
21,113,"undirected",1
21,124,"undirected",1
21,125,"undirected",2
21,127,"undirected",15
21,133,"undirected",1
